folder,work_id,title,kind,research_status,tex_status,session_download_status,original_report_references,download_candidates,discovery_pages,notes
055_landau_1998,landau_1998,√2 + √3: Four Different Views,paper_or_thesis,public_full_text_candidate_located,no_original_TeX_source_located,not_downloaded_network_unavailable,report-1:landau98; report-2:landau1998; report-3:landauviews,pdf | paper.pdf | https://privacyink.org/pdf/Sqrt2%2BSqrt3.pdf,"https://privacyink.org/pdf/Sqrt2+Sqrt3.pdf
https://privacyink.org/pdf/Sqrt2%2BSqrt3.pdf
https://doi.org/10.1007/BF03025229",Session outcome: no external publication or original TeX source bytes were downloaded.
056_landau_miller,landau_miller,Solvability by radicals is in polynomial time,paper_or_thesis,public_full_text_candidate_located,no_original_TeX_source_located,not_downloaded_network_unavailable,report-1:landauMiller; report-2:landaumiller; report-3:landaumiller,pdf | paper.pdf | https://www.cs.cmu.edu/~glmiller/Publications/Papers/LaMi85.pdf,"https://doi.org/10.1016/0022-0000(85)90013-3
https://doi.org/10.1145/800061.808743",Session outcome: no external publication or original TeX source bytes were downloaded.
057_landau_zippel,landau_zippel,A note on `Zippel denesting',paper_or_thesis,public_full_text_candidate_located,no_original_TeX_source_located,not_downloaded_network_unavailable,report-1:landauNote; report-2:landaunote; report-3:landauzippel,pdf | paper.pdf | https://web.cs.umass.edu/publication/docs/1990/UM-CS-1990-120.pdf,"https://web.cs.umass.edu/publication/docs/1990/UM-CS-1990-120.pdf
https://fletcher.tufts.edu/research/research-publications/note-zippel-denesting
https://doi.org/10.1016/0747-7171(92)90004-N","The candidate is the UMass technical-report version, not a claim of the identical published journal PDF.
Session outcome: no external publication or original TeX source bytes were downloaded."
058_landaufactor,landaufactor,Factoring polynomials over algebraic number fields,paper_or_thesis,no_direct_public_full_text_identified,no_original_TeX_source_located,not_downloaded_network_unavailable,report-2:landaufactor,,,"No direct public full-text binary was identified. The entry is preserved rather than silently omitted; the search does not establish universal unavailability.
Session outcome: no external publication or original TeX source bytes were downloaded."
059_lenstra,lenstra,Entangled Radicals,paper_or_thesis,public_full_text_candidate_located,no_original_TeX_source_located,not_downloaded_network_unavailable,report-1:lenstra06,pdf | paper.pdf | https://www.math.leidenuniv.nl/~hwl/papers/rad.pdf,https://www.math.leidenuniv.nl/~hwl/papers/rad.pdf,Session outcome: no external publication or original TeX source bytes were downloaded.
060_lll,lll,Factoring polynomials with rational coefficients,paper_or_thesis,public_full_text_candidate_located,no_original_TeX_source_located,not_downloaded_network_unavailable,report-1:lll; report-2:lll; report-3:lll,pdf | paper.pdf | https://infoscience.epfl.ch/bitstreams/4fa72d55-df13-42ed-9c2d-bb1cdfdd8801/download,https://doi.org/10.1007/BF01457454,Session outcome: no external publication or original TeX source bytes were downloaded.
061_magma,magma,Magma Handbook and version 2.10 release notes,web_resource,public_web_resource_cited_download_not_verified,not_applicable_web_or_software_resource,not_downloaded_network_unavailable,report-1:magma,"html | web/page_1.html | https://magma.maths.usyd.edu.au/magma/handbook/
pdf | release_notes.pdf | https://magma.maths.usyd.edu.au/magma/releasenotes/pdf/relv210.pdf","https://magma.maths.usyd.edu.au/magma/handbook/
https://magma.maths.usyd.edu.au/magma/releasenotes/pdf/relv210.pdf","HTML is saved as an unmodified page snapshot, not converted to PDF and not represented as a complete offline website. Scripts, styles and images may remain external. Access-limited pages are logged as failures.
Session outcome: no external publication or original TeX source bytes were downloaded."
062_maple_radical,maple_radical,simplify/radical,web_resource,public_web_resource_cited_download_not_verified,not_applicable_web_or_software_resource,not_downloaded_network_unavailable,report-1:maplesimp; report-2:mapleradical; report-3:maple,html | web/page_1.html | https://www.maplesoft.com/support/help/Maple/view.aspx?path=simplify%2Fradical,https://www.maplesoft.com/support/help/Maple/view.aspx?path=simplify%2Fradical,"HTML is saved as an unmodified page snapshot, not converted to PDF and not represented as a complete offline website. Scripts, styles and images may remain external. Access-limited pages are logged as failures.
Session outcome: no external publication or original TeX source bytes were downloaded."
063_maple_radnormal,maple_radnormal,radnormal,web_resource,public_web_resource_cited_download_not_verified,not_applicable_web_or_software_resource,not_downloaded_network_unavailable,report-1:maplerad; report-2:mapleradnormal; report-3:maple,html | web/page_1.html | https://www.maplesoft.com/support/help/Maple/view.aspx?path=radnormal,https://www.maplesoft.com/support/help/Maple/view.aspx?path=radnormal,"HTML is saved as an unmodified page snapshot, not converted to PDF and not represented as a complete offline website. Scripts, styles and images may remain external. Access-limited pages are logged as failures.
Session outcome: no external publication or original TeX source bytes were downloaded."
064_mathworld,mathworld,Nested Radical,web_resource,public_web_resource_cited_download_not_verified,not_applicable_web_or_software_resource,not_downloaded_network_unavailable,report-1:mathworld; report-2:mathworld; report-3:mathworld,html | web/page_1.html | https://mathworld.wolfram.com/NestedRadical.html,https://mathworld.wolfram.com/NestedRadical.html,"HTML is saved as an unmodified page snapshot, not converted to PDF and not represented as a complete offline website. Scripts, styles and images may remain external. Access-limited pages are logged as failures.
Session outcome: no external publication or original TeX source bytes were downloaded."
065_maxima_manual,maxima_manual,Maxima Manual,web_resource,public_web_resource_cited_download_not_verified,not_applicable_web_or_software_resource,not_downloaded_network_unavailable,report-1:maximamanual; report-2:maximamanual,"html | web/page_1.html | https://maxima.sourceforge.io/docs/manual/maxima_singlepage.html
html | web/page_2.html | https://maxima.sourceforge.io/docs/manual/","https://maxima.sourceforge.io/docs/manual/maxima_singlepage.html
https://maxima.sourceforge.io/docs/manual/","HTML is saved as an unmodified page snapshot, not converted to PDF and not represented as a complete offline website. Scripts, styles and images may remain external. Access-limited pages are logged as failures.
Session outcome: no external publication or original TeX source bytes were downloaded."
066_maxima_threads,maxima_threads,Maxima developer discussions of denesting,web_resource,public_web_resource_cited_download_not_verified,not_applicable_web_or_software_resource,not_downloaded_network_unavailable,report-1:maximathread; report-2:maximathread,"html | web/page_1.html | https://sourceforge.net/p/maxima/mailman/maxima-discuss/thread/o6lan6%24h4r%241%40blaine.gmane.org/
html | web/page_2.html | https://maxima-discuss.narkive.com/rz7bUs4t/denesting
html | web/page_3.html | https://sourceforge.net/p/maxima/mailman/maxima-discuss/thread/slrno8nek9.2pg.robert.dodier@freekbox.fglan/","https://sourceforge.net/p/maxima/mailman/maxima-discuss/thread/o6lan6%24h4r%241%40blaine.gmane.org/
https://maxima-discuss.narkive.com/rz7bUs4t/denesting
https://sourceforge.net/p/maxima/mailman/maxima-discuss/thread/slrno8nek9.2pg.robert.dodier@freekbox.fglan/","HTML is saved as an unmodified page snapshot, not converted to PDF and not represented as a complete offline website. Scripts, styles and images may remain external. Access-limited pages are logged as failures.
Session outcome: no external publication or original TeX source bytes were downloaded."
067_mitra,mitra,Generalization of Ramanujan's famous nested radicals to the nth root and their evaluation,paper_or_thesis,public_full_text_candidate_located,arXiv_original_source_download_will_be_attempted_not_yet_verified,not_downloaded_network_unavailable,report-1:mitra; report-2:mitra; report-3:mitra,arxiv_pair | arxiv | https://arxiv.org/abs/2404.04051 | https://arxiv.org/pdf/2404.04051 | https://arxiv.org/src/2404.04051,https://arxiv.org/abs/2404.04051,"PDF and source are paired only at the same pinned arXiv version. arXiv source availability is not guaranteed; PDF-only submissions are reported as lacking TeX.
Session outcome: no external publication or original TeX source bytes were downloaded."
068_mo,mo,Relevance of Landau's algorithm for denesting radicals,web_resource,public_web_resource_cited_download_not_verified,not_applicable_web_or_software_resource,not_downloaded_network_unavailable,report-1:mo; report-2:mo319874; report-2:mo410388; report-2:mo344478; report-3:mo,"html | web/page_1.html | https://mathoverflow.net/questions/319874/relevance-of-landaus-algorithm-for-denesting-radicals
html | web/page_2.html | https://mathoverflow.net/questions/410388
html | web/page_3.html | https://mathoverflow.net/questions/344478","https://mathoverflow.net/questions/319874/relevance-of-landaus-algorithm-for-denesting-radicals
https://mathoverflow.net/questions/410388
https://mathoverflow.net/questions/344478
https://mathoverflow.net/questions/319874","HTML is saved as an unmodified page snapshot, not converted to PDF and not represented as a complete offline website. Scripts, styles and images may remain external. Access-limited pages are logged as failures.
Session outcome: no external publication or original TeX source bytes were downloaded."
069_mordell,mordell,On the linear independence of algebraic numbers,paper_or_thesis,public_full_text_candidate_located,no_original_TeX_source_located,not_downloaded_network_unavailable,report-1:mordell; report-2:mordell; report-3:mordell,pdf | paper.pdf | https://projecteuclid.org/journals/pacific-journal-of-mathematics/volume-3/issue-3/On-the-linear-independence-of-algebraic-numbers/pjm/1103051334.pdf,,Session outcome: no external publication or original TeX source bytes were downloaded.
070_mse,mse,Mathematics Stack Exchange: radical-denesting discussions,web_resource,public_web_resource_cited_download_not_verified,not_applicable_web_or_software_resource,not_downloaded_network_unavailable,report-1:mse; report-2:mse4680; report-2:mse16331; report-2:mse871639; report-3:mse,"html | web/page_1.html | https://math.stackexchange.com/questions/4680
html | web/page_2.html | https://math.stackexchange.com/questions/16331
html | web/page_3.html | https://math.stackexchange.com/questions/871639","https://math.stackexchange.com/questions/4680
https://math.stackexchange.com/questions/16331
https://math.stackexchange.com/questions/871639","HTML is saved as an unmodified page snapshot, not converted to PDF and not represented as a complete offline website. Scripts, styles and images may remain external. Access-limited pages are logged as failures.
Session outcome: no external publication or original TeX source bytes were downloaded."
071_newman,newman,A Classical Introduction to Galois Theory,book,no_direct_public_full_text_identified,no_original_TeX_source_located,not_downloaded_network_unavailable,report-1:newman; report-2:newman,,,"No direct public full-book download was identified in this search. This does not prove that no lawful free copy exists. Preview pages and borrowing-only copies were not substituted for the book.
Session outcome: no external publication or original TeX source bytes were downloaded."
072_oeis,oeis,A135611,web_resource,public_web_resource_cited_download_not_verified,not_applicable_web_or_software_resource,not_downloaded_network_unavailable,report-2:oeis,html | web/page_1.html | https://oeis.org/A135611,https://oeis.org/A135611,"HTML is saved as an unmodified page snapshot, not converted to PDF and not represented as a complete offline website. Scripts, styles and images may remain external. Access-limited pages are logged as failures.
Session outcome: no external publication or original TeX source bytes were downloaded."
073_osipov_1997,osipov_1997,On the simplification of nested real radicals,paper_or_thesis,no_direct_public_full_text_identified,no_original_TeX_source_located,not_downloaded_network_unavailable,report-3:osipov97,,https://www.pleiades.online/cgi-perl/search.pl?name=procom&number=3&page=142&type=abstract&year=97,"No direct public full-text binary was identified. The entry is preserved rather than silently omitted; the search does not establish universal unavailability.
Session outcome: no external publication or original TeX source bytes were downloaded."
074_osipov_2021,osipov_2021,Simplification of nested real radicals revisited,paper_or_thesis,no_direct_public_full_text_identified,no_original_TeX_source_located,not_downloaded_network_unavailable,report-1:osipov21; report-2:osipovkytmanov; report-3:osipov21,,"https://link.springer.com/chapter/10.1007/978-3-030-85165-1_17
https://doi.org/10.1007/978-3-030-85165-1_17","No direct public full-text binary was identified. The entry is preserved rather than silently omitted; the search does not establish universal unavailability.
Session outcome: no external publication or original TeX source bytes were downloaded."
075_osipov_2026,osipov_2026,On Ramanujan's identities with nested cubic radicals,paper_or_thesis,catalog_or_publisher_record_only,no_original_TeX_source_located,not_downloaded_network_unavailable,report-1:osipov26; report-2:osipov2026; report-3:osipov26,,"https://journals.rcsi.science/0132-3474/article/view/446083
https://doi.org/10.7868/S3034584726020081","No direct public full-text binary was identified. The entry is preserved rather than silently omitted; the search does not establish universal unavailability.
Session outcome: no external publication or original TeX source bytes were downloaded."
076_osler,osler,Cardan polynomials and the reduction of radicals,paper_or_thesis,full_text_link_or_repository_record_located_binary_unverified,no_original_TeX_source_located,not_downloaded_network_unavailable,report-1:osler; report-2:osler; report-3:osler,"resolve_pdf | paper.pdf | https://www.researchgate.net/publication/282728308_Cardan_Polynomials_and_the_Reduction_of_Radicals
pdf | OPTIONAL publisher_copy.pdf | https://www.tandfonline.com/doi/pdf/10.1080/0025570X.2001.11953029","https://www.jstor.org/stable/2691150
https://www.researchgate.net/publication/282728308_Cardan_Polynomials_and_the_Reduction_of_Radicals","An optional publisher endpoint is provided for a normal unauthenticated request only; a paywall, denial or HTML response is a failed download, not a PDF.
Session outcome: no external publication or original TeX source bytes were downloaded."
077_osler_cubic,osler_cubic,An easy look at the cubic formula,paper_or_thesis,public_full_text_candidate_located,no_original_TeX_source_located,not_downloaded_network_unavailable,report-3:oslercubic,pdf | paper.pdf | https://math.ucr.edu/~res/math153-2019/osler-An_easy_look_at_the_cubic_formula.pdf,https://math.ucr.edu/~res/math153-2019/osler-An_easy_look_at_the_cubic_formula.pdf,Session outcome: no external publication or original TeX source bytes were downloaded.
078_pari,pari,General number fields,web_resource,public_web_resource_cited_download_not_verified,not_applicable_web_or_software_resource,not_downloaded_network_unavailable,report-1:pari; report-2:pari; report-3:pari,"html | web/page_1.html | https://pari.math.u-bordeaux.fr/dochtml/html-stable/General_number_fields.html
html | web/page_2.html | https://pari.math.u-bordeaux.fr/dochtml/html/General_number_fields.html","https://pari.math.u-bordeaux.fr/dochtml/html-stable/General_number_fields.html
https://pari.math.u-bordeaux.fr/dochtml/html/General_number_fields.html","HTML is saved as an unmodified page snapshot, not converted to PDF and not represented as a complete offline website. Scripts, styles and images may remain external. Access-limited pages are logged as failures.
Session outcome: no external publication or original TeX source bytes were downloaded."
079_perucca,perucca,Linear relations among radicals,paper_or_thesis,public_full_text_candidate_located,arXiv_original_source_download_will_be_attempted_not_yet_verified,not_downloaded_network_unavailable,report-1:perucca; report-3:perucca,arxiv_pair | arxiv | https://arxiv.org/abs/2511.02498v1 | https://arxiv.org/pdf/2511.02498v1 | https://arxiv.org/src/2511.02498v1,https://arxiv.org/abs/2511.02498,"PDF and source are paired only at the same pinned arXiv version. arXiv source availability is not guaranteed; PDF-only submissions are reported as lacking TeX.
Session outcome: no external publication or original TeX source bytes were downloaded."
080_piagm,piagm,Pi and the AGM: A Study in Analytic Number Theory and Computational Complexity,book,no_direct_public_full_text_identified,no_original_TeX_source_located,not_downloaded_network_unavailable,report-1:piagm; report-2:borweinagm; report-3:piagm,,,"No direct public full-book download was identified in this search. This does not prove that no lawful free copy exists. Preview pages and borrowing-only copies were not substituted for the book.
Session outcome: no external publication or original TeX source bytes were downloaded."
081_polya,polya,Problems and Theorems in Analysis,book,no_direct_public_full_text_identified,no_original_TeX_source_located,not_downloaded_network_unavailable,report-2:polya; report-3:polya,,,"No direct public full-book download was identified in this search. This does not prove that no lawful free copy exists. Preview pages and borrowing-only copies were not substituted for the book.
Session outcome: no external publication or original TeX source bytes were downloaded."
082_raddenest,raddenest,raddenest,web_resource,public_web_resource_cited_download_not_verified,not_applicable_web_or_software_resource,not_downloaded_network_unavailable,report-1:raddenestsrc; report-2:maximaraddenest; report-3:maxima,"html | web/page_1.html | https://github.com/gschintgen/raddenest
text | software/raddenest.mac | https://raw.githubusercontent.com/gschintgen/raddenest/master/raddenest.mac
zip | software/repository.zip | https://codeload.github.com/gschintgen/raddenest/zip/HEAD","https://github.com/gschintgen/raddenest
https://raw.githubusercontent.com/gschintgen/raddenest/master/raddenest.mac","HTML is saved as an unmodified page snapshot, not converted to PDF and not represented as a complete offline website. Scripts, styles and images may remain external. Access-limited pages are logged as failures.
Repository archive records the version fetched at execution time. It is not compiled or executed.
Session outcome: no external publication or original TeX source bytes were downloaded."
083_rahal,rahal,Introduction to Nested Radicals,paper_or_thesis,public_full_text_candidate_located,no_original_TeX_source_located,not_downloaded_network_unavailable,report-1:rahal; report-2:rahal,pdf | paper.pdf | https://kurser.math.su.se/pluginfile.php/16103/mod_folder/content/0/2017/2017_17_report.pdf,"https://kurser.math.su.se/pluginfile.php/16103/mod_folder/content/0/2017/2017_examensarbeten_matematik.pdf?forcedownload=1
https://kurser.math.su.se/pluginfile.php/16103/mod_folder/content/0/2017/2017_17_report.pdf","One report links an index of 2017 theses rather than this thesis. The downloader uses 2017_17_report.pdf; the index is not counted as the work.
Session outcome: no external publication or original TeX source bytes were downloaded."
084_ramanujan,ramanujan,Collected Papers of Srinivasa Ramanujan,book,public_full_text_link_located,no_original_TeX_source_located,not_downloaded_network_unavailable,report-1:ramanujan; report-2:ramanujan; report-3:ramanujan,resolve_pdf | collected_papers_1927.pdf | https://archive.org/details/pli.kerala.rare.28155,https://archive.org/details/pli.kerala.rare.28155,"1927 edition scan. The borrowing-restricted 1962 Internet Archive edition is not used. No TeX source is expected for a historical scan.
Session outcome: no external publication or original TeX source bytes were downloaded."
085_rit,rit,Identity testing for radical expressions,paper_or_thesis,public_full_text_candidate_located,arXiv_original_source_download_will_be_attempted_not_yet_verified,not_downloaded_network_unavailable,report-1:rit; report-2:rit; report-3:rit,arxiv_pair | arxiv | https://arxiv.org/abs/2202.07961v4 | https://arxiv.org/pdf/2202.07961v4 | https://arxiv.org/src/2202.07961v4,"https://arxiv.org/abs/2202.07961
https://arxiv.org/html/2202.07961v4
https://doi.org/10.1145/3531130.3533331","PDF and source are paired only at the same pinned arXiv version. arXiv source availability is not guaranteed; PDF-only submissions are reported as lacking TeX.
Session outcome: no external publication or original TeX source bytes were downloaded."
086_sage_aa,sage_aa,Field of algebraic numbers,web_resource,public_web_resource_cited_download_not_verified,not_applicable_web_or_software_resource,not_downloaded_network_unavailable,report-1:sageaa; report-2:sageqqbar; report-3:sage,"html | web/page_1.html | https://doc.sagemath.org/html/en/reference/number_fields/sage/rings/qqbar.html
html | web/page_2.html | https://doc.sagemath.org/html/en/reference/qqbar/sage/rings/qqbar.html","https://doc.sagemath.org/html/en/reference/number_fields/sage/rings/qqbar.html
https://doc.sagemath.org/html/en/reference/qqbar/sage/rings/qqbar.html","HTML is saved as an unmodified page snapshot, not converted to PDF and not represented as a complete offline website. Scripts, styles and images may remain external. Access-limited pages are logged as failures.
Session outcome: no external publication or original TeX source bytes were downloaded."
087_sage_symbolic,sage_symbolic,Symbolic expressions,web_resource,public_web_resource_cited_download_not_verified,not_applicable_web_or_software_resource,not_downloaded_network_unavailable,report-1:sagesymbolic; report-2:sageexpression; report-3:sage,html | web/page_1.html | https://doc.sagemath.org/html/en/reference/calculus/sage/symbolic/expression.html,https://doc.sagemath.org/html/en/reference/calculus/sage/symbolic/expression.html,"HTML is saved as an unmodified page snapshot, not converted to PDF and not represented as a complete offline website. Scripts, styles and images may remain external. Access-limited pages are logged as failures.
Session outcome: no external publication or original TeX source bytes were downloaded."
088_shanks,shanks,Incredible identities,paper_or_thesis,public_full_text_candidate_located,no_original_TeX_source_located,not_downloaded_network_unavailable,report-1:shanks; report-2:shanks; report-3:shanks,"pdf | part_1_page_271.pdf | https://www.fq.math.ca/Scanned/12-3/shanks-a.pdf
pdf | part_2_page_280.pdf | https://www.fq.math.ca/Scanned/12-3/shanks-b.pdf","https://www.fq.math.ca/12-3.html
https://oeis.org/A245645
https://doi.org/10.1080/00150517.1974.12430734","Both separated pages are required. The scans also contain the ends of adjacent articles. These are not two different papers.
Session outcome: no external publication or original TeX source bytes were downloaded."
089_shevelev,shevelev,On Ramanujan cubic polynomials,paper_or_thesis,public_full_text_candidate_located,arXiv_original_source_download_will_be_attempted_not_yet_verified,not_downloaded_network_unavailable,report-1:shevelev,arxiv_pair | arxiv | https://arxiv.org/abs/0711.3420 | https://arxiv.org/pdf/0711.3420 | https://arxiv.org/src/0711.3420,https://arxiv.org/abs/0711.3420,"PDF and source are paired only at the same pinned arXiv version. arXiv source availability is not guaranteed; PDF-only submissions are reported as lacking TeX.
Session outcome: no external publication or original TeX source bytes were downloaded."
090_siegel,siegel,Algebraische Abhängigkeit von Wurzeln,paper_or_thesis,full_text_link_or_repository_record_located_binary_unverified,no_original_TeX_source_located,not_downloaded_network_unavailable,report-1:siegel; report-2:siegel; report-3:siegel,resolve_pdf | paper.pdf | https://bibliotekanauki.pl/articles/1396288,"https://bibliotekanauki.pl/articles/1396288
https://doi.org/10.4064/aa-21-1-59-64",Session outcome: no external publication or original TeX source bytes were downloaded.
091_spohn,spohn,Letter to the Editor,paper_or_thesis,public_full_text_candidate_located,no_original_TeX_source_located,not_downloaded_network_unavailable,report-1:spohn; report-2:spohn; report-3:spohn,pdf | paper.pdf | https://www.fq.math.ca/Scanned/14-1/letter1.pdf,,"The publisher scan contains the complete letter on page 12 and the end of an adjacent article above it.
Session outcome: no external publication or original TeX source bytes were downloaded."
092_sury,sury,Ramanujan's Route to Roots of Roots,paper_or_thesis,public_full_text_candidate_located,no_original_TeX_source_located,not_downloaded_network_unavailable,report-1:sury; report-2:sury; report-3:sury,pdf | paper.pdf | https://www.isibang.ac.in/~sury/ramanujanday.pdf,https://www.isibang.ac.in/~sury/ramanujanday.pdf,Session outcome: no external publication or original TeX source bytes were downloaded.
093_sympy_docs,sympy_docs,Simplify documentation,web_resource,public_web_resource_cited_download_not_verified,not_applicable_web_or_software_resource,not_downloaded_network_unavailable,report-1:sympydocs; report-2:sympydocs; report-3:sympy,html | web/page_1.html | https://docs.sympy.org/latest/modules/simplify/simplify.html,https://docs.sympy.org/latest/modules/simplify/simplify.html,"HTML is saved as an unmodified page snapshot, not converted to PDF and not represented as a complete offline website. Scripts, styles and images may remain external. Access-limited pages are logged as failures.
Session outcome: no external publication or original TeX source bytes were downloaded."
094_sympy_issues,sympy_issues,SymPy issues 2415 and 27082,web_resource,public_web_resource_cited_download_not_verified,not_applicable_web_or_software_resource,not_downloaded_network_unavailable,report-1:sympyissue; report-2:sympyissues; report-3:sympyissues,"html | web/page_1.html | https://github.com/sympy/sympy/issues/2415
html | web/page_2.html | https://github.com/sympy/sympy/issues/27082","https://github.com/sympy/sympy/issues/2415
https://github.com/sympy/sympy/issues/27082","HTML is saved as an unmodified page snapshot, not converted to PDF and not represented as a complete offline website. Scripts, styles and images may remain external. Access-limited pages are logged as failures.
Session outcome: no external publication or original TeX source bytes were downloaded."
095_sympy_source,sympy_source,SymPy sqrtdenest implementation and regression tests,web_resource,public_web_resource_cited_download_not_verified,not_applicable_web_or_software_resource,not_downloaded_network_unavailable,report-1:sympysrc; report-2:sympysource; report-2:sympytests; report-3:sympysource,"text | software/1.14.0/sqrtdenest.py | https://raw.githubusercontent.com/sympy/sympy/1.14.0/sympy/simplify/sqrtdenest.py
text | software/1.14.0/tests/test_sqrtdenest.py | https://raw.githubusercontent.com/sympy/sympy/1.14.0/sympy/simplify/tests/test_sqrtdenest.py
text | software/master/sqrtdenest.py | https://raw.githubusercontent.com/sympy/sympy/master/sympy/simplify/sqrtdenest.py
text | software/master/tests/test_sqrtdenest.py | https://raw.githubusercontent.com/sympy/sympy/master/sympy/simplify/tests/test_sqrtdenest.py","https://github.com/sympy/sympy/blob/1.14.0/sympy/simplify/sqrtdenest.py
https://github.com/sympy/sympy/blob/1.14.0/sympy/simplify/tests/test_sqrtdenest.py
https://github.com/sympy/sympy/blob/master/sympy/simplify/sqrtdenest.py
https://github.com/sympy/sympy/blob/master/sympy/simplify/tests/test_sqrtdenest.py","HTML is saved as an unmodified page snapshot, not converted to PDF and not represented as a complete offline website. Scripts, styles and images may remain external. Access-limited pages are logged as failures.
Session outcome: no external publication or original TeX source bytes were downloaded."
096_tiwari,tiwari,Complete elementary analysis of Ramanujan's nested radicals,web_resource,public_web_resource_cited_download_not_verified,not_applicable_web_or_software_resource,not_downloaded_network_unavailable,report-2:tiwari,html | web/page_1.html | https://gauravtiwari.org/projects-ramanujan-nested-radical/,https://gauravtiwari.org/projects-ramanujan-nested-radical/,"HTML is saved as an unmodified page snapshot, not converted to PDF and not represented as a complete offline website. Scripts, styles and images may remain external. Access-limited pages are logged as failures.
Session outcome: no external publication or original TeX source bytes were downloaded."
097_tonien,tonien,Nested fifth root radical identities from elliptic curves,paper_or_thesis,public_full_text_link_located,no_original_TeX_source_located,not_downloaded_network_unavailable,report-1:tonien; report-2:tonien; report-3:tonien,resolve_pdf | paper.pdf | https://www.sciencedirect.com/science/article/pii/S2772827725000038,"https://www.sciencedirect.com/science/article/pii/S2772827725000038
https://doi.org/10.1016/j.jaca.2025.100032","Browser-only or anti-bot download handling may prevent automated retrieval. The PDF link must correspond to article 100032, not a different reference.
Session outcome: no external publication or original TeX source bytes were downloaded."
098_wikipedia,wikipedia,Nested radical,web_resource,public_web_resource_cited_download_not_verified,not_applicable_web_or_software_resource,not_downloaded_network_unavailable,report-1:wiki; report-2:wikipedia; report-3:wikipedia,html | web/page_1.html | https://en.wikipedia.org/wiki/Nested_radical#Denesting,https://en.wikipedia.org/wiki/Nested_radical#Denesting,"HTML is saved as an unmodified page snapshot, not converted to PDF and not represented as a complete offline website. Scripts, styles and images may remain external. Access-limited pages are logged as failures.
Session outcome: no external publication or original TeX source bytes were downloaded."
099_witula,witula,"Cardano's formula, square roots, Chebyshev polynomials and radicals",paper_or_thesis,public_full_text_candidate_located,no_original_TeX_source_located,not_downloaded_network_unavailable,report-1:witula; report-2:witula; report-3:witula,pdf | paper.pdf | https://www.researchgate.net/profile/Roman-Witula-2/publication/241071508_Cardano%27s_formula_square_roots_Chebyshev_polynomials_and_radicals/links/5d385ae992851cd04682a056/Cardanos-formula-square-roots-Chebyshev-polynomials-and-radicals.pdf,,"ResearchGate describes this as an author-uploaded public full text. Automated access may require a browser or fail; no login bypass is attempted.
Session outcome: no external publication or original TeX source bytes were downloaded."
100_wolfram_community,wolfram_community,Wolfram Community discussions and denesting packages,web_resource,public_web_resource_cited_download_not_verified,not_applicable_web_or_software_resource,not_downloaded_network_unavailable,report-1:wolframcommunity; report-2:wolframcommunity; report-3:wolframcommunity,"html | web/page_1.html | https://community.wolfram.com/groups/-/m/t/980264
html | web/page_2.html | https://community.wolfram.com/groups/-/m/t/2120629","https://community.wolfram.com/groups/-/m/t/980264
https://community.wolfram.com/groups/-/m/t/2120629","HTML is saved as an unmodified page snapshot, not converted to PDF and not represented as a complete offline website. Scripts, styles and images may remain external. Access-limited pages are logged as failures.
Session outcome: no external publication or original TeX source bytes were downloaded."
101_wolfram_radicals,wolfram_radicals,ToRadicals,web_resource,public_web_resource_cited_download_not_verified,not_applicable_web_or_software_resource,not_downloaded_network_unavailable,report-1:wolframradical; report-2:wolframtoradicals; report-3:wolframradicals,html | web/page_1.html | https://reference.wolfram.com/language/ref/ToRadicals.html,https://reference.wolfram.com/language/ref/ToRadicals.html,"HTML is saved as an unmodified page snapshot, not converted to PDF and not represented as a complete offline website. Scripts, styles and images may remain external. Access-limited pages are logged as failures.
Session outcome: no external publication or original TeX source bytes were downloaded."
102_wolfram_rd,wolfram_rd,RadicalDenest,web_resource,public_web_resource_cited_download_not_verified,not_applicable_web_or_software_resource,not_downloaded_network_unavailable,report-1:wolframrd; report-2:wolframresource; report-3:wolframresource,html | web/page_1.html | https://resources.wolframcloud.com/FunctionRepository/resources/RadicalDenest,"https://resources.wolframcloud.com/FunctionRepository/resources/RadicalDenest
https://resources.wolframcloud.com/FunctionRepository/resources/RadicalDenest/","HTML is saved as an unmodified page snapshot, not converted to PDF and not represented as a complete offline website. Scripts, styles and images may remain external. Access-limited pages are logged as failures.
Session outcome: no external publication or original TeX source bytes were downloaded."
103_wolfram_root,wolfram_root,RootReduce,web_resource,public_web_resource_cited_download_not_verified,not_applicable_web_or_software_resource,not_downloaded_network_unavailable,report-1:wolframroot; report-2:wolframroot; report-3:wolframroot,html | web/page_1.html | https://reference.wolfram.com/language/ref/RootReduce.html,https://reference.wolfram.com/language/ref/RootReduce.html,"HTML is saved as an unmodified page snapshot, not converted to PDF and not represented as a complete offline website. Scripts, styles and images may remain external. Access-limited pages are logged as failures.
Session outcome: no external publication or original TeX source bytes were downloaded."
104_zippel_1977,zippel_1977,Radical simplification made easy,paper_or_thesis,catalog_or_publisher_record_only,no_original_TeX_source_located,not_downloaded_network_unavailable,report-1:zippel77; report-2:zippel1977,resolve_pdf | paper.pdf | https://ntrs.nasa.gov/citations/19770021838,https://ntrs.nasa.gov/citations/19770021838,Session outcome: no external publication or original TeX source bytes were downloaded.
